Case ID,Activity,Complete Timestamp
1-686642543,Accepted-In Progress,29:39.0
1-686642543,Accepted-In Progress,52:52.0
1-686642543,Completed-Closed,11:06.0
1-686854421,Accepted-In Progress,32:06.0
1-686854421,Completed-Closed,50:02.0
1-686856862,Completed-Closed,34:57.0
1-686856862,Accepted-In Progress,07:54.0
1-686945977,Completed-Closed,37:08.0
1-686945977,Accepted-Wait,42:39.0
1-686945977,Accepted-In Progress,22:17.0
1-686945977,Accepted-Wait,26:55.0
1-686966285,Accepted-In Progress,17:24.0
1-686966285,Accepted-Wait,20:29.0
1-686966285,Completed-Closed,21:47.0
1-687129760,Accepted-In Progress,15:17.0
1-687129760,Accepted-In Progress,20:08.0
1-687129760,Completed-Closed,21:48.0
1-687133944,Accepted-In Progress,02:43.0
1-687133944,Completed-Closed,00:26.0
1-687309895,Completed-Closed,09:05.0
1-687309895,Accepted-In Progress,09:17.0
1-687587336,Accepted-In Progress,06:27.0
1-687587336,Completed-Closed,20:18.0
1-687589251,Accepted-In Progress,31:48.0
1-687589251,Queued-Awaiting Assignment,14:38.0
1-687589251,Accepted-In Progress,59:20.0
1-687589251,Queued-Awaiting Assignment,51:19.0
1-687589251,Accepted-In Progress,42:39.0
1-687589251,Completed-Closed,35:22.0
1-687589251,Accepted-In Progress,33:35.0
1-687589251,Queued-Awaiting Assignment,33:30.0
1-687589251,Accepted-In Progress,38:32.0
1-687589251,Queued-Awaiting Assignment,33:06.0
1-687589251,Queued-Awaiting Assignment,44:02.0
1-687589251,Accepted-In Progress,41:30.0
1-687589251,Queued-Awaiting Assignment,34:00.0
1-687649700,Accepted-Assigned,10:12.0
1-687649700,Completed-Closed,58:21.0
1-687649700,Accepted-In Progress,48:59.0
1-687668119,Accepted-In Progress,40:56.0
1-687668119,Queued-Awaiting Assignment,43:27.0
1-687668119,Accepted-In Progress,33:44.0
1-687668119,Accepted-Assigned,34:51.0
1-687668119,Accepted-Wait,29:52.0
1-687668119,Completed-Closed,31:01.0
1-687830906,Accepted-In Progress,40:53.0
1-687830906,Completed-Closed,36:37.0
1-688280019,Accepted-In Progress,58:14.0
1-688280019,Queued-Awaiting Assignment,00:16.0
1-688280019,Completed-Closed,33:47.0
1-688280019,Accepted-In Progress,12:13.0
1-688280019,Accepted-In Progress,35:59.0
1-688280019,Accepted-Wait,36:52.0
1-688280019,Accepted-In Progress,31:28.0
1-688342754,Accepted-In Progress,11:58.0
1-688342754,Accepted-Assigned,12:24.0
1-688342754,Accepted-Wait,14:07.0
1-688342754,Completed-Closed,46:55.0
1-688380091,Accepted-In Progress,10:47.0
1-688380091,Accepted-Assigned,14:54.0
1-688380091,Accepted-Wait,17:17.0
1-688380091,Completed-Closed,05:32.0
1-688380091,Accepted-Wait,54:32.0
1-688380091,Queued-Awaiting Assignment,16:41.0
1-688380091,Accepted-In Progress,50:38.0
1-688380091,Accepted-In Progress,51:46.0
1-688380091,Accepted-Wait,02:17.0
1-688491391,Accepted-In Progress,54:31.0
1-688491391,Completed-Closed,26:48.0
1-688509388,Accepted-In Progress,04:57.0
1-688509388,Accepted-In Progress,53:17.0
1-688509388,Completed-Closed,36:37.0
1-688515611,Accepted-In Progress,31:41.0
1-688515611,Accepted-In Progress,08:27.0
1-688515611,Accepted-Assigned,48:46.0
1-688515611,Accepted-Assigned,31:38.0
1-688515611,Completed-Closed,31:52.0
1-688564654,Completed-Closed,05:54.0
1-688564654,Accepted-In Progress,55:39.0
1-688564824,Accepted-In Progress,04:10.0
1-688564824,Accepted-In Progress,06:32.0
1-688564824,Queued-Awaiting Assignment,36:18.0
1-688564824,Accepted-In Progress,45:33.0
1-688564824,Accepted-Assigned,24:30.0
1-688564824,Accepted-In Progress,05:34.0
1-688564824,Completed-Closed,38:43.0
1-688725917,Accepted-In Progress,46:59.0
1-688725917,Queued-Awaiting Assignment,19:35.0
1-688725917,Completed-Closed,53:58.0
1-688725917,Accepted-In Progress,17:57.0
1-688725917,Queued-Awaiting Assignment,01:11.0
1-688725917,Accepted-In Progress,50:43.0
1-688725917,Accepted-In Progress,15:46.0
1-689160381,Accepted-In Progress,27:52.0
1-689160381,Accepted-Wait,02:39.0
1-689160381,Completed-Closed,16:51.0
1-689176751,Accepted-In Progress,25:28.0
1-689176751,Completed-Closed,50:25.0
1-689176751,Accepted-In Progress,34:27.0
1-689176751,Completed-Closed,35:47.0
1-689252781,Completed-Closed,00:46.0
1-689252781,Accepted-In Progress,57:37.0
1-689252781,Accepted-Wait,39:08.0
1-689341321,Accepted-In Progress,33:31.0
1-689341321,Completed-Closed,53:55.0
1-689469104,Queued-Awaiting Assignment,11:21.0
1-689469104,Accepted-In Progress,28:58.0
1-689469104,Queued-Awaiting Assignment,32:26.0
1-689469104,Accepted-In Progress,27:48.0
1-689469104,Completed-Closed,17:10.0
1-689469104,Accepted-In Progress,07:32.0
1-689469104,Queued-Awaiting Assignment,15:59.0
1-689469104,Accepted-In Progress,00:42.0
1-689469104,Queued-Awaiting Assignment,05:53.0
1-689469104,Accepted-In Progress,06:12.0
1-689525975,Completed-Closed,00:24.0
1-689525975,Accepted-Wait,05:04.0
1-689525975,Accepted-In Progress,30:43.0
1-690184941,Accepted-In Progress,15:32.0
1-690184941,Accepted-Wait,18:00.0
1-690184941,Completed-Closed,27:15.0
1-690190570,Accepted-In Progress,11:36.0
1-690190570,Accepted-Wait,20:08.0
1-690190570,Completed-Closed,26:59.0
1-690249637,Accepted-In Progress,55:26.0
1-690249637,Completed-Closed,16:08.0
1-690327801,Accepted-In Progress,16:36.0
1-690327801,Completed-Closed,17:13.0
1-690327837,Completed-Closed,30:40.0
1-690327837,Accepted-In Progress,30:34.0
1-690327837,Completed-Closed,30:31.0
1-690327837,Accepted-In Progress,23:42.0
1-690352118,Accepted-In Progress,38:34.0
1-690352118,Completed-Closed,51:23.0
1-690419865,Accepted-In Progress,00:11.0
1-690419865,Accepted-Wait,43:18.0
1-690419865,Completed-Closed,33:54.0
1-690447511,Queued-Awaiting Assignment,47:32.0
1-690447511,Accepted-In Progress,12:22.0
1-690447511,Accepted-Wait,23:55.0
1-690447511,Completed-Closed,16:56.0
1-690458151,Completed-Closed,52:12.0
1-690458151,Accepted-In Progress,26:17.0
1-690762471,Queued-Awaiting Assignment,01:23.0
1-690762471,Accepted-In Progress,01:24.0
1-690762471,Queued-Awaiting Assignment,03:24.0
1-690762471,Accepted-In Progress,27:02.0
1-690762471,Completed-Closed,31:24.0
1-690896014,Accepted-In Progress,53:49.0
1-690896014,Completed-Closed,16:29.0
1-690926911,Accepted-In Progress,44:24.0
1-690926911,Completed-Closed,12:12.0
1-690931471,Completed-Closed,26:08.0
1-690931471,Accepted-In Progress,50:24.0
1-690931471,Accepted-In Progress,10:13.0
1-690931471,Queued-Awaiting Assignment,10:31.0
1-691031201,Accepted-In Progress,18:31.0
1-691031201,Completed-Closed,18:58.0
1-691093464,Queued-Awaiting Assignment,14:47.0
1-691093464,Accepted-In Progress,35:24.0
1-691093464,Queued-Awaiting Assignment,37:10.0
1-691093464,Accepted-In Progress,34:52.0
1-691093464,Completed-Closed,38:28.0
1-691093464,Accepted-In Progress,13:08.0
1-691093464,Completed-Closed,32:06.0
1-691093464,Accepted-In Progress,05:39.0
1-691146566,Completed-Closed,59:04.0
1-691146566,Accepted-In Progress,45:27.0
1-691176158,Accepted-In Progress,59:57.0
1-691176158,Completed-Closed,03:25.0
1-691221687,Accepted-In Progress,50:21.0
1-691221687,Queued-Awaiting Assignment,50:02.0
1-691221687,Accepted-In Progress,49:40.0
1-691221687,Queued-Awaiting Assignment,41:49.0
1-691221687,Completed-Closed,03:04.0
1-691221687,Queued-Awaiting Assignment,49:40.0
1-691221687,Accepted-In Progress,42:53.0
1-691221687,Accepted-In Progress,24:31.0
1-691221687,Accepted-In Progress,17:13.0
1-691221687,Accepted-In Progress,52:43.0
1-691767241,Accepted-In Progress,15:10.0
1-691767241,Accepted-Assigned,21:09.0
1-691767241,Completed-Closed,57:11.0
1-691786096,Accepted-In Progress,32:14.0
1-691786096,Queued-Awaiting Assignment,32:44.0
1-691786096,Accepted-In Progress,36:24.0
1-691786096,Accepted-Assigned,38:55.0
1-691786096,Accepted-Assigned,53:26.0
1-691786096,Completed-Closed,18:58.0
1-691786330,Accepted-In Progress,49:22.0
1-691786330,Queued-Awaiting Assignment,49:43.0
1-691786330,Accepted-In Progress,20:23.0
1-691786330,Accepted-Assigned,21:22.0
1-691786330,Completed-Closed,02:03.0
1-691832225,Accepted-In Progress,41:45.0
1-691832225,Completed-Closed,20:47.0
1-692042197,Accepted-In Progress,50:47.0
1-692042197,Accepted-In Progress,20:04.0
1-692042197,Completed-Closed,20:11.0
1-692055495,Completed-Closed,31:58.0
1-692055495,Accepted-In Progress,15:04.0
1-692055495,Queued-Awaiting Assignment,20:46.0
1-692055495,Accepted-In Progress,35:41.0
1-692193396,Accepted-In Progress,44:08.0
1-692193396,Accepted-Assigned,27:48.0
1-692193396,Completed-Closed,44:09.0
1-692193396,Accepted-In Progress,27:35.0
1-692193396,Queued-Awaiting Assignment,35:06.0
1-692193396,Accepted-In Progress,20:54.0
1-692715494,Accepted-In Progress,23:01.0
1-692715494,Completed-Closed,57:12.0
1-692813576,Accepted-Wait,36:57.0
1-692813576,Accepted-In Progress,11:17.0
1-692813576,Completed-Closed,28:25.0
1-692959195,Accepted-Wait,53:28.0
1-692959195,Accepted-In Progress,51:06.0
1-692959195,Completed-Closed,11:31.0
1-693343054,Completed-Closed,35:33.0
1-693343054,Accepted-In Progress,45:27.0
1-693357728,Accepted-In Progress,28:53.0
1-693357728,Completed-Closed,12:42.0
1-693456968,Accepted-In Progress,30:17.0
1-693456968,Queued-Awaiting Assignment,35:32.0
1-693456968,Queued-Awaiting Assignment,33:54.0
1-693456968,Accepted-In Progress,11:34.0
1-693456968,Completed-Closed,16:00.0
1-693469757,Accepted-In Progress,07:18.0
1-693469757,Completed-Closed,53:30.0
1-693469771,Accepted-In Progress,09:15.0
1-693469771,Completed-Closed,52:49.0
1-693592211,Completed-Closed,49:41.0
1-693592211,Accepted-In Progress,02:42.0
1-693595112,Accepted-In Progress,45:39.0
1-693595112,Completed-Closed,53:11.0
1-693595201,Accepted-In Progress,53:52.0
1-693595201,Queued-Awaiting Assignment,57:27.0
1-693595201,Accepted-In Progress,23:08.0
1-693595201,Queued-Awaiting Assignment,29:46.0
1-693595201,Accepted-In Progress,37:49.0
1-693595201,Completed-Closed,24:52.0
1-693732401,Queued-Awaiting Assignment,57:49.0
1-693732401,Accepted-In Progress,28:15.0
1-693732401,Completed-Closed,18:42.0
1-693732401,Accepted-In Progress,56:11.0
1-693732401,Accepted-Assigned,28:29.0
1-693732401,Accepted-In Progress,46:20.0
1-693732401,Accepted-Wait,46:28.0
1-693741781,Accepted-In Progress,13:34.0
1-693741781,Accepted-In Progress,08:19.0
1-693741781,Completed-Closed,09:33.0
1-693748777,Accepted-In Progress,16:37.0
1-693748777,Completed-Closed,51:23.0
1-693789171,Accepted-In Progress,35:34.0
1-693789171,Completed-Closed,35:05.0
1-693789171,Completed-Closed,36:22.0
1-693789171,Accepted-Wait,31:47.0
1-693789171,Accepted-In Progress,33:38.0
1-693812929,Accepted-In Progress,10:02.0
1-693812929,Accepted-In Progress,10:26.0
1-693812929,Completed-Closed,20:43.0
1-693895885,Accepted-Assigned,06:13.0
1-693895885,Accepted-In Progress,30:19.0
1-693895885,Accepted-In Progress,08:23.0
1-693895885,Completed-Closed,30:21.0
1-693937519,Completed-Closed,37:27.0
1-693937519,Accepted-In Progress,44:57.0
1-694212171,Completed-Closed,17:37.0
1-694212171,Accepted-In Progress,05:20.0
1-694222066,Accepted-Assigned,22:56.0
1-694222066,Accepted-In Progress,10:34.0
1-694222066,Accepted-Assigned,47:34.0
1-694222066,Completed-Closed,11:04.0
1-694222066,Queued-Awaiting Assignment,11:56.0
1-694222066,Accepted-In Progress,35:03.0
1-694222066,Queued-Awaiting Assignment,43:10.0
1-694222066,Accepted-In Progress,11:17.0
1-694338411,Queued-Awaiting Assignment,52:55.0
1-694338411,Accepted-In Progress,57:27.0
1-694338411,Completed-Closed,35:42.0
1-694346343,Completed-Closed,39:40.0
1-694346343,Accepted-In Progress,37:45.0
1-694346343,Accepted-In Progress,37:57.0
1-694354058,Accepted-In Progress,43:04.0
1-694354058,Queued-Awaiting Assignment,56:18.0
1-694354058,Queued-Awaiting Assignment,11:37.0
1-694354058,Accepted-In Progress,16:42.0
1-694354058,Completed-Closed,16:46.0
1-694385837,Accepted-In Progress,46:45.0
1-694385837,Completed-Closed,42:57.0
1-694385837,Completed-Closed,57:30.0
1-694385837,Accepted-In Progress,15:19.0
1-694385837,Accepted-In Progress,48:55.0
1-694385837,Completed-Closed,48:56.0
1-694385837,Accepted-In Progress,48:52.0
1-694385837,Completed-Closed,49:58.0
1-694385837,Accepted-In Progress,00:52.0
1-694420679,Accepted-In Progress,24:22.0
1-694420679,Completed-Closed,36:11.0
1-694464235,Accepted-In Progress,26:08.0
1-694464235,Completed-Closed,42:09.0
1-694509209,Accepted-In Progress,06:16.0
1-694509209,Completed-Closed,51:54.0
1-694597155,Accepted-In Progress,03:37.0
1-694597155,Accepted-In Progress,24:35.0
1-694597155,Accepted-Wait,20:21.0
1-694597155,Accepted-In Progress,33:48.0
1-694597155,Completed-Closed,33:57.0
1-694794065,Accepted-In Progress,24:42.0
1-694794065,Accepted-Assigned,26:18.0
1-694794065,Accepted-In Progress,37:47.0
1-694794065,Completed-Closed,27:32.0
1-694808152,Accepted-In Progress,58:51.0
1-694808152,Completed-Closed,54:52.0
1-694828073,Accepted-In Progress,01:07.0
1-694828073,Queued-Awaiting Assignment,22:38.0
1-694828073,Accepted-Assigned,01:03.0
1-694828073,Accepted-In Progress,43:41.0
1-694828073,Completed-Closed,44:13.0
1-694828073,Accepted-In Progress,42:40.0
1-694828073,Accepted-In Progress,00:15.0
1-694828073,Accepted-Assigned,03:51.0
1-694828073,Accepted-Assigned,57:44.0
1-694828073,Accepted-Wait,22:21.0
1-694828073,Accepted-Assigned,39:14.0
1-694828073,Queued-Awaiting Assignment,00:12.0
1-694828073,Accepted-Assigned,44:21.0
1-694828073,Accepted-In Progress,43:42.0
1-694828073,Queued-Awaiting Assignment,27:40.0
1-694828073,Accepted-In Progress,24:21.0
1-694899814,Queued-Awaiting Assignment,17:46.0
1-694899814,Accepted-In Progress,16:50.0
1-694899814,Completed-Closed,20:09.0
1-694923791,Accepted-In Progress,58:15.0
1-694923791,Completed-Closed,05:55.0
1-695030407,Completed-Closed,26:29.0
1-695030407,Accepted-Wait,36:15.0
1-695241661,Accepted-In Progress,30:37.0
1-695241661,Completed-Closed,22:25.0
1-695258011,Accepted-In Progress,34:54.0
1-695258011,Accepted-Wait,24:43.0
1-695258011,Accepted-Wait,09:24.0
1-695258011,Accepted-In Progress,02:00.0
1-695258011,Completed-Closed,02:57.0
1-695309312,Accepted-In Progress,06:55.0
1-695309312,Completed-Closed,46:18.0
1-695316021,Accepted-In Progress,06:22.0
1-695316021,Accepted-Wait,36:55.0
1-695316021,Completed-Closed,16:26.0
1-695425289,Accepted-Assigned,37:16.0
1-695425289,Accepted-In Progress,38:06.0
1-695425289,Completed-Closed,43:52.0
1-695425289,Accepted-Wait,22:30.0
1-695425289,Accepted-In Progress,22:13.0
1-695486321,Accepted-In Progress,17:58.0
1-695486321,Queued-Awaiting Assignment,27:40.0
1-695486321,Accepted-In Progress,30:07.0
1-695486321,Queued-Awaiting Assignment,56:35.0
1-695486321,Accepted-In Progress,41:23.0
1-695486321,Completed-Closed,05:31.0
1-695616474,Accepted-In Progress,44:11.0
1-695616474,Completed-Closed,59:01.0
1-695748265,Completed-Closed,54:23.0
1-695748265,Accepted-In Progress,12:42.0
1-695748265,Accepted-Wait,56:02.0
1-695801720,Accepted-In Progress,15:03.0
1-695801720,Completed-Closed,16:23.0
1-695946177,Accepted-In Progress,09:09.0
1-695946177,Completed-Closed,23:55.0
1-696057890,Accepted-In Progress,47:22.0
1-696057890,Completed-Closed,06:39.0
1-696097603,Accepted-Assigned,00:51.0
1-696097603,Queued-Awaiting Assignment,00:23.0
1-696097603,Accepted-In Progress,00:05.0
1-696097603,Completed-Closed,28:41.0
1-696097603,Accepted-Wait,54:57.0
1-696097603,Accepted-Assigned,59:26.0
1-696097603,Accepted-In Progress,59:16.0
1-696097603,Accepted-In Progress,04:36.0
1-696097603,Queued-Awaiting Assignment,38:33.0
1-696097603,Accepted-In Progress,23:15.0
1-696097603,Queued-Awaiting Assignment,58:35.0
1-696097603,Accepted-Assigned,04:48.0
1-696205828,Accepted-In Progress,59:51.0
1-696205828,Completed-Closed,01:20.0
1-696616111,Accepted-In Progress,23:05.0
1-696616111,Completed-Closed,28:27.0
1-696680265,Completed-Closed,43:49.0
1-696680265,Accepted-Wait,44:40.0
1-696680265,Accepted-In Progress,43:04.0
1-696680265,Accepted-In Progress,34:45.0
1-696680265,Queued-Awaiting Assignment,34:44.0
1-696680265,Accepted-In Progress,24:47.0
1-696680265,Queued-Awaiting Assignment,05:43.0
1-696680265,Accepted-In Progress,04:03.0
1-696695427,Accepted-In Progress,15:36.0
1-696695427,Completed-Closed,27:58.0
1-696714411,Queued-Awaiting Assignment,43:31.0
1-696714411,Queued-Awaiting Assignment,48:03.0
1-696714411,Accepted-In Progress,29:29.0
1-696714411,Completed-Closed,25:40.0
1-696835891,Queued-Awaiting Assignment,48:44.0
1-696835891,Accepted-In Progress,04:30.0
1-696835891,Queued-Awaiting Assignment,07:01.0
1-696835891,Accepted-In Progress,13:40.0
1-696835891,Completed-Closed,35:14.0
1-696839978,Accepted-In Progress,35:26.0
1-696839978,Accepted-Wait,37:53.0
1-696839978,Completed-Closed,48:53.0
1-696881965,Accepted-In Progress,36:42.0
1-696881965,Completed-Closed,42:37.0
1-696990621,Accepted-In Progress,04:13.0
1-696990621,Completed-Closed,42:38.0
1-697041731,Completed-Closed,40:14.0
1-697041731,Accepted-In Progress,23:16.0
1-697041731,Completed-Closed,33:09.0
1-697041731,Accepted-Wait,32:35.0
1-697041731,Accepted-In Progress,07:43.0
1-697249225,Accepted-In Progress,56:34.0
1-697249225,Completed-Closed,04:50.0
1-697260307,Accepted-In Progress,59:11.0
1-697260307,Accepted-In Progress,42:42.0
1-697260307,Completed-Closed,32:22.0
1-697366925,Accepted-In Progress,56:15.0
1-697366925,Completed-Closed,52:14.0
1-697379551,Accepted-In Progress,46:07.0
1-697379551,Completed-Closed,40:39.0
1-697458590,Accepted-Assigned,41:16.0
1-697458590,Accepted-In Progress,46:28.0
1-697458590,Completed-Closed,28:53.0
1-697458590,Accepted-Wait,49:45.0
1-697458590,Accepted-In Progress,22:28.0
1-697458590,Accepted-Assigned,48:25.0
1-697458590,Queued-Awaiting Assignment,43:32.0
1-697458590,Queued-Awaiting Assignment,20:07.0
1-697458590,Accepted-In Progress,00:26.0
1-697458590,Accepted-Assigned,52:11.0
1-697458590,Accepted-In Progress,36:41.0
1-697459701,Accepted-In Progress,34:17.0
1-697459701,Accepted-In Progress,35:08.0
1-697459701,Queued-Awaiting Assignment,54:02.0
1-697459701,Accepted-In Progress,54:03.0
1-697459701,Completed-Closed,21:23.0
1-697486903,Completed-Closed,13:57.0
1-697486903,Accepted-In Progress,37:53.0
1-697578650,Accepted-In Progress,04:35.0
1-697578650,Completed-Closed,45:58.0
1-697811404,Accepted-In Progress,15:22.0
1-697811404,Queued-Awaiting Assignment,34:49.0
1-697811404,Accepted-In Progress,37:19.0
1-697811404,Completed-Closed,38:51.0
1-697987547,Accepted-In Progress,31:30.0
1-697987547,Accepted-In Progress,32:00.0
1-697987547,Queued-Awaiting Assignment,31:16.0
1-697987547,Completed-Closed,17:58.0
1-697987547,Queued-Awaiting Assignment,30:03.0
1-697987547,Accepted-In Progress,29:34.0
1-697987547,Accepted-In Progress,04:08.0
1-697987547,Accepted-In Progress,30:24.0
1-698044001,Completed-Closed,53:04.0
1-698044001,Accepted-In Progress,52:27.0
1-698044001,Accepted-Assigned,51:42.0
1-698044001,Accepted-In Progress,13:24.0
1-698044001,Queued-Awaiting Assignment,17:08.0
1-698044001,Accepted-In Progress,43:05.0
1-698057087,Accepted-In Progress,52:30.0
1-698057087,Completed-Closed,55:20.0
1-698077265,Accepted-In Progress,34:01.0
1-698077265,Completed-Closed,37:07.0
1-698103331,Completed-Closed,28:54.0
1-698103331,Accepted-In Progress,21:59.0
1-698216063,Accepted-In Progress,32:20.0
1-698216063,Queued-Awaiting Assignment,34:29.0
1-698216063,Accepted-Wait,41:37.0
1-698216063,Accepted-In Progress,52:06.0
1-698216063,Completed-Closed,04:24.0
1-698216063,Accepted-In Progress,46:47.0
1-698267095,Accepted-In Progress,48:29.0
1-698267095,Accepted-Wait,49:23.0
1-698267095,Completed-Closed,51:06.0
1-698293715,Accepted-In Progress,22:37.0
1-698293715,Accepted-Wait,25:02.0
1-698293715,Completed-Closed,33:52.0
1-698346154,Accepted-Wait,53:10.0
1-698346154,Completed-Closed,56:17.0
1-698346154,Accepted-In Progress,49:14.0
1-698481972,Accepted-In Progress,12:32.0
1-698481972,Completed-Closed,08:28.0
1-698524631,Accepted-In Progress,27:31.0
1-698524631,Completed-Closed,42:08.0
1-698751834,Accepted-In Progress,47:28.0
1-698751834,Accepted-Wait,33:29.0
1-698751834,Accepted-In Progress,47:14.0
1-698751834,Completed-Closed,56:05.0
1-698754281,Accepted-In Progress,49:16.0
1-698754281,Completed-Closed,29:03.0
1-698754281,Accepted-In Progress,25:20.0
1-698754281,Queued-Awaiting Assignment,25:56.0
1-698842669,Accepted-In Progress,53:42.0
1-698842669,Queued-Awaiting Assignment,12:50.0
1-698842669,Accepted-In Progress,12:51.0
1-698842669,Accepted-In Progress,14:01.0
1-698842669,Completed-Closed,14:24.0
1-698842669,Accepted-In Progress,14:54.0
1-698842669,Completed-Closed,24:24.0
1-698998499,Queued-Awaiting Assignment,24:06.0
1-698998499,Completed-Closed,05:03.0
1-698998499,Accepted-Wait,52:47.0
1-698998499,Accepted-In Progress,35:50.0
1-698998499,Accepted-In Progress,19:33.0
1-698998499,Accepted-In Progress,06:23.0
1-698998499,Queued-Awaiting Assignment,51:53.0
1-698998499,Accepted-In Progress,27:01.0
1-698998499,Queued-Awaiting Assignment,17:51.0
1-699010040,Accepted-In Progress,22:37.0
1-699010040,Completed-Closed,55:42.0
1-699103215,Accepted-In Progress,15:04.0
1-699103215,Accepted-Assigned,45:35.0
1-699103215,Completed-Closed,47:48.0
1-699103215,Accepted-In Progress,46:11.0
1-699103215,Accepted-In Progress,46:00.0
1-699103215,Queued-Awaiting Assignment,55:22.0
1-699103215,Queued-Awaiting Assignment,15:56.0
1-699103215,Accepted-In Progress,38:10.0
1-699103215,Queued-Awaiting Assignment,11:40.0
1-699103215,Queued-Awaiting Assignment,17:15.0
1-699103215,Accepted-In Progress,15:44.0
1-699103215,Accepted-In Progress,40:45.0
1-699103215,Accepted-In Progress,11:00.0
1-699103215,Queued-Awaiting Assignment,39:58.0
1-699140595,Completed-Closed,02:23.0
1-699140595,Accepted-In Progress,55:17.0
1-699140595,Accepted-Wait,58:49.0
1-699140847,Completed-Closed,33:56.0
1-699140847,Accepted-In Progress,26:39.0
1-699345697,Accepted-In Progress,44:57.0
1-699345697,Completed-Closed,26:33.0
1-699370863,Accepted-In Progress,39:17.0
1-699370863,Completed-Closed,26:13.0
1-699397256,Queued-Awaiting Assignment,34:16.0
1-699397256,Accepted-In Progress,13:37.0
1-699397256,Completed-Closed,57:34.0
1-699661601,Accepted-In Progress,11:03.0
1-699661601,Accepted-In Progress,53:09.0
1-699661601,Queued-Awaiting Assignment,55:19.0
1-699661601,Completed-Closed,12:02.0
1-699661601,Accepted-In Progress,47:46.0
1-699661601,Queued-Awaiting Assignment,22:15.0
1-699661601,Accepted-Wait,09:12.0
1-699661601,Accepted-In Progress,54:40.0
1-699690829,Completed-Closed,10:45.0
1-699690829,Accepted-In Progress,06:12.0
1-699690829,Accepted-In Progress,38:05.0
1-699690829,Queued-Awaiting Assignment,39:46.0
1-699737259,Accepted-In Progress,02:25.0
1-699737259,Completed-Closed,47:27.0
1-700362905,Accepted-In Progress,06:24.0
1-700362905,Completed-Closed,21:13.0
1-700498223,Queued-Awaiting Assignment,06:50.0
1-700498223,Queued-Awaiting Assignment,03:26.0
1-700498223,Accepted-In Progress,38:30.0
1-700498223,Accepted-Wait,05:03.0
1-700498223,Queued-Awaiting Assignment,30:31.0
1-700498223,Queued-Awaiting Assignment,00:56.0
1-700498223,Accepted-In Progress,01:18.0
1-700498223,Accepted-In Progress,46:31.0
1-700498223,Accepted-Assigned,23:09.0
1-700498223,Accepted-In Progress,10:35.0
1-700498223,Queued-Awaiting Assignment,24:34.0
1-700498223,Accepted-In Progress,00:46.0
1-700498223,Accepted-In Progress,49:24.0
1-700498223,Accepted-Assigned,00:48.0
1-700498223,Completed-Closed,54:28.0
1-700498223,Accepted-In Progress,22:17.0
1-700498223,Queued-Awaiting Assignment,06:39.0
1-700498223,Accepted-Assigned,19:39.0
1-700498223,Accepted-In Progress,35:02.0
1-700566882,Accepted-In Progress,12:40.0
1-700566882,Accepted-Assigned,13:20.0
1-700566882,Accepted-In Progress,34:18.0
1-700566882,Completed-Closed,34:44.0
1-700566882,Accepted-In Progress,43:09.0
1-700566882,Completed-Closed,56:16.0
1-700746442,Completed-Closed,17:20.0
1-700746442,Accepted-In Progress,16:08.0
1-700746442,Queued-Awaiting Assignment,09:52.0
1-700746442,Accepted-In Progress,09:04.0
1-700842031,Accepted-In Progress,52:52.0
1-700842031,Queued-Awaiting Assignment,53:55.0
1-700842031,Accepted-In Progress,29:39.0
1-700842031,Accepted-Wait,49:23.0
1-700842031,Accepted-In Progress,59:09.0
1-700842031,Accepted-Wait,32:53.0
1-700842031,Completed-Closed,44:22.0
1-700896142,Accepted-In Progress,24:45.0
1-700896142,Completed-Closed,00:17.0
1-701042928,Completed-Closed,58:11.0
1-701042928,Accepted-In Progress,38:52.0
1-701429911,Accepted-In Progress,02:26.0
1-701429911,Accepted-Assigned,05:55.0
1-701429911,Accepted-In Progress,38:36.0
1-701429911,Accepted-Wait,23:39.0
1-701429911,Completed-Closed,50:05.0
1-701525462,Accepted-In Progress,13:26.0
1-701525462,Completed-Closed,16:35.0
1-701555158,Accepted-In Progress,54:47.0
1-701555158,Completed-Closed,55:52.0
1-701702621,Completed-Closed,32:52.0
1-701702621,Accepted-Wait,06:57.0
1-701990311,Completed-Closed,44:09.0
1-701990311,Accepted-In Progress,43:13.0
1-702103380,Accepted-In Progress,39:33.0
1-702103380,Accepted-In Progress,45:45.0
1-702103380,Completed-Closed,45:53.0
1-702103398,Accepted-In Progress,43:36.0
1-702103398,Completed-Closed,47:18.0
1-702304430,Accepted-In Progress,57:30.0
1-702304430,Completed-Closed,34:19.0
1-702304580,Accepted-In Progress,03:07.0
1-702304580,Completed-Closed,54:38.0
1-702378632,Accepted-In Progress,06:58.0
1-702378632,Completed-Closed,53:42.0
1-702482271,Completed-Closed,58:43.0
1-702482271,Accepted-In Progress,55:07.0
1-702482271,Queued-Awaiting Assignment,37:13.0
1-702482271,Accepted-In Progress,18:02.0
1-702482271,Accepted-In Progress,19:01.0
1-702482271,Accepted-In Progress,20:05.0
1-702501021,Accepted-In Progress,39:23.0
1-702501021,Queued-Awaiting Assignment,55:28.0
1-702501021,Accepted-In Progress,37:21.0
1-702501021,Completed-Closed,45:27.0
1-702501138,Accepted-In Progress,28:22.0
1-702501138,Queued-Awaiting Assignment,58:07.0
1-702501138,Completed-Closed,39:40.0
1-702501138,Queued-Awaiting Assignment,57:28.0
1-702501138,Accepted-In Progress,57:57.0
1-702501138,Accepted-In Progress,05:13.0
